trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,left_competitors,right_competitors,threat,no_rewards,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,1,4,0,2,right,5.234010083000044,Abhi,001,2022_Apr_16_2133,Patch_Foraging,2021.2.3,59.92877465132618,
