trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,left_competitors,right_competitors,threat,no_rewards,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,1,4,0,3,left,0.7897002490008163,abhi,001,2022_Apr_16_2345,Patch_Foraging,2021.2.3,59.66017563933113,
