left_competitors,right_competitors,threat,no_rewards,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
5,1,0,1,left,1.1226644580019638,Abhinav,001,2022_Apr_16_1734,Patch_Foraging,2021.2.3,59.85703148046912,
