trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,left_competitors,right_competitors,threat,no_rewards,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,5,1,1,1,left,0.7124834999999621,Abhi,001,2022_Apr_16_2148,Patch_Foraging,2021.2.3,59.867393842373964,
