trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,left_competitors,right_competitors,threat,no_rewards,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,5,1,0,5,left,0.5293441660005556,abhi,001,2022_Apr_16_2246,Patch_Foraging,2021.2.3,60.089804332714714,
,,,,5,1,0,5,right,0.4887253739998414,,,,,,,
