trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,left_competitors,right_competitors,threat,no_rewards,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,1,4,0,3,left,0.44713537499956146,abhi,001,2022_Apr_16_2317,Patch_Foraging,2021.2.3,59.90555876658698,
,,,,1,4,0,3,,,,,,,,,
