1.6055 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
5.3517 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
7.4439 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027ACC934130>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000027ACE914C40>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.4443 	EXP 	window1: mouseVisible = True
7.4443 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.4444 	EXP 	window1: recordFrameIntervals = False
7.6093 	EXP 	window1: recordFrameIntervals = True
7.7932 	EXP 	Screen (0) actual frame rate measured at 59.92Hz
7.7933 	EXP 	window1: recordFrameIntervals = False
10.4546 	EXP 	Created Welcometext = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Welcometext', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Welcome\nPlease press Spacebar to start', units='height', win=Window(...), wrapWidth=1)
10.4861 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.4871 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
10.4873 	EXP 	New trial (rep=0, index=0): None
10.5026 	EXP 	Welcometext: autoDraw = True
14.9455 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([ 1, -1, -1]), fillColorSpace='rgb', fillRGB=array([ 1, -1, -1]), interpolate=True, lineColor=array([-1., -1.,  1.]), lineColorSpace='rgb', lineRGB=array([-1, -1,  1]), lineWidth=1.5, name='unnamed Rect', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1000.,  700.]), units='pix', vertices=ndarray(...), win=Window(...))
14.9465 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1.,  1.]), lineColorSpace='rgb', lineRGB=array([-1, -1,  1]), lineWidth=1.5, name='unnamed Rect', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([400., 600.]), units='pix', vertices=ndarray(...), win=Window(...))
14.9475 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1.,  1.]), lineColorSpace='rgb', lineRGB=array([-1, -1,  1]), lineWidth=1.5, name='unnamed Rect', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([400., 600.]), units='pix', vertices=ndarray(...), win=Window(...))
14.9491 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([ 1,  1, -1]), fillColorSpace='rgb', fillRGB=array([ 1,  1, -1]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Rect', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([30., 30.]), units='pix', vertices=ndarray(...), win=Window(...))
14.9504 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([ 1,  1, -1]), fillColorSpace='rgb', fillRGB=array([ 1,  1, -1]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Rect', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([30., 30.]), units='pix', vertices=ndarray(...), win=Window(...))
14.9516 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([ 1,  1, -1]), fillColorSpace='rgb', fillRGB=array([ 1,  1, -1]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Rect', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([30., 30.]), units='pix', vertices=ndarray(...), win=Window(...))
14.9528 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([ 1,  1, -1]), fillColorSpace='rgb', fillRGB=array([ 1,  1, -1]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Rect', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([30., 30.]), units='pix', vertices=ndarray(...), win=Window(...))
14.9540 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([ 1,  1, -1]), fillColorSpace='rgb', fillRGB=array([ 1,  1, -1]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Rect', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([30., 30.]), units='pix', vertices=ndarray(...), win=Window(...))
14.9552 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([ 1,  1, -1]), fillColorSpace='rgb', fillRGB=array([ 1,  1, -1]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Rect', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([30., 30.]), units='pix', vertices=ndarray(...), win=Window(...))
14.9564 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([ 1,  1, -1]), fillColorSpace='rgb', fillRGB=array([ 1,  1, -1]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Rect', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([30., 30.]), units='pix', vertices=ndarray(...), win=Window(...))
14.9991 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='tree.png', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([512., 512.]), texRes=128, units='pix', win=Window(...))
15.0198 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='tree.png', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([512., 512.]), texRes=128, units='pix', win=Window(...))
15.0538 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='tree.png', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([512., 512.]), texRes=128, units='pix', win=Window(...))
15.0590 	DATA 	Keypress: space
15.0633 	EXP 	Welcometext: autoDraw = False
20.4449 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1.,  1.]), lineColorSpace='rgb', lineRGB=array([-1, -1,  1]), lineWidth=1.5, name='unnamed Rect', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([400., 600.]), units='pix', vertices=ndarray(...), win=Window(...))
20.6230 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='attacked.png', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128, units='pix', win=Window(...))
20.6838 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1.        ,  0.00392157, -1.        ]), lineColorSpace='rgb', lineRGB=array([-1.        ,  0.00392157, -1.        ]), lineWidth=1.5, name='unnamed Rect', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([240., 160.]), units='pix', vertices=ndarray(...), win=Window(...))
20.6939 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1.,  1.]), lineColorSpace='rgb', lineRGB=array([-1, -1,  1]), lineWidth=1.5, name='unnamed Rect', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([400., 600.]), units='pix', vertices=ndarray(...), win=Window(...))
20.6941 	DATA 	Keypress: left
21.1746 	DATA 	Keypress: left
21.4813 	DATA 	Keypress: left
21.6585 	DATA 	Keypress: up
22.0653 	DATA 	Keypress: up
22.1258 	DATA 	Keypress: left
22.2593 	DATA 	Keypress: up
22.3761 	DATA 	Keypress: left
22.5261 	DATA 	Keypress: up
22.5263 	DATA 	Keypress: left
22.6596 	DATA 	Keypress: up
22.6763 	DATA 	Keypress: left
22.7930 	DATA 	Keypress: left
22.8100 	DATA 	Keypress: up
22.9158 	DATA 	Keypress: left
22.9325 	DATA 	Keypress: up
23.0602 	DATA 	Keypress: up
23.0603 	DATA 	Keypress: left
23.1824 	DATA 	Keypress: left
23.1935 	DATA 	Keypress: up
23.3176 	DATA 	Keypress: left
23.3269 	DATA 	Keypress: up
23.4604 	DATA 	Keypress: up
23.4605 	DATA 	Keypress: left
23.5945 	DATA 	Keypress: up
23.5947 	DATA 	Keypress: left
23.7111 	DATA 	Keypress: up
23.7186 	DATA 	Keypress: left
23.8442 	DATA 	Keypress: left
23.8444 	DATA 	Keypress: up
23.9944 	DATA 	Keypress: up
23.9945 	DATA 	Keypress: left
24.1112 	DATA 	Keypress: left
24.1279 	DATA 	Keypress: up
24.2500 	DATA 	Keypress: up
24.2612 	DATA 	Keypress: left
24.3849 	DATA 	Keypress: left
24.3948 	DATA 	Keypress: up
24.5282 	DATA 	Keypress: up
24.5283 	DATA 	Keypress: left
24.6617 	DATA 	Keypress: up
24.6618 	DATA 	Keypress: left
24.7954 	DATA 	Keypress: up
24.7957 	DATA 	Keypress: left
24.9455 	DATA 	Keypress: up
24.9456 	DATA 	Keypress: left
25.0790 	DATA 	Keypress: left
25.0849 	DATA 	Keypress: up
25.2292 	DATA 	Keypress: left
25.2458 	DATA 	Keypress: up
25.3626 	DATA 	Keypress: left
25.3793 	DATA 	Keypress: up
25.5127 	DATA 	Keypress: left
25.5128 	DATA 	Keypress: up
25.6628 	DATA 	Keypress: left
25.6690 	DATA 	Keypress: up
25.8130 	DATA 	Keypress: left
25.8131 	DATA 	Keypress: up
25.9468 	DATA 	Keypress: up
25.9547 	DATA 	Keypress: left
26.0862 	DATA 	Keypress: left
26.0967 	DATA 	Keypress: up
26.2864 	DATA 	Keypress: up
26.2970 	DATA 	Keypress: left
26.5693 	DATA 	Keypress: right
26.7975 	DATA 	Keypress: up
26.9203 	DATA 	Keypress: up
26.9310 	DATA 	Keypress: right
27.0646 	DATA 	Keypress: up
27.0709 	DATA 	Keypress: right
27.2037 	DATA 	Keypress: up
27.2148 	DATA 	Keypress: right
27.3371 	DATA 	Keypress: right
27.3482 	DATA 	Keypress: up
27.4816 	DATA 	Keypress: up
27.4878 	DATA 	Keypress: right
27.6217 	DATA 	Keypress: up
27.6317 	DATA 	Keypress: right
27.7652 	DATA 	Keypress: up
27.7654 	DATA 	Keypress: right
27.8988 	DATA 	Keypress: up
27.9034 	DATA 	Keypress: right
28.0322 	DATA 	Keypress: up
28.0374 	DATA 	Keypress: right
28.1656 	DATA 	Keypress: up
28.1716 	DATA 	Keypress: right
28.2890 	DATA 	Keypress: up
28.2891 	DATA 	Keypress: right
28.4056 	DATA 	Keypress: up
28.4159 	DATA 	Keypress: right
28.5494 	DATA 	Keypress: up
28.5495 	DATA 	Keypress: right
28.9225 	DATA 	Keypress: down
29.0740 	DATA 	Keypress: right
29.2233 	DATA 	Keypress: down
29.2234 	DATA 	Keypress: right
29.3501 	DATA 	Keypress: right
29.3503 	DATA 	Keypress: down
29.4839 	DATA 	Keypress: down
29.4898 	DATA 	Keypress: right
29.6339 	DATA 	Keypress: down
29.6341 	DATA 	Keypress: right
29.7674 	DATA 	Keypress: down
29.7840 	DATA 	Keypress: right
29.9177 	DATA 	Keypress: down
29.9178 	DATA 	Keypress: right
30.0511 	DATA 	Keypress: down
30.0571 	DATA 	Keypress: right
30.1846 	DATA 	Keypress: down
30.1848 	DATA 	Keypress: right
30.3181 	DATA 	Keypress: right
30.3348 	DATA 	Keypress: down
30.4575 	DATA 	Keypress: down
30.4848 	DATA 	Keypress: right
30.6018 	DATA 	Keypress: down
30.6183 	DATA 	Keypress: right
30.7178 	EXP 	text: autoDraw = True
30.8218 	DATA 	Keypress: left
30.9381 	DATA 	Keypress: left
31.1217 	DATA 	Keypress: left
31.2551 	DATA 	Keypress: down
33.7061 	EXP 	New trial (rep=1, index=0): None
33.7211 	EXP 	text: autoDraw = False
33.7211 	EXP 	text: autoDraw = False
33.7211 	EXP 	Welcometext: autoDraw = True
34.1773 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([ 1, -1, -1]), fillColorSpace='rgb', fillRGB=array([ 1, -1, -1]), interpolate=True, lineColor=array([-1., -1.,  1.]), lineColorSpace='rgb', lineRGB=array([-1, -1,  1]), lineWidth=1.5, name='unnamed Rect', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1000.,  700.]), units='pix', vertices=ndarray(...), win=Window(...))
