trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,left_competitors,right_competitors,threat,no_rewards,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,5,1,1,2,right,0.9218100420000042,Abhi,001,2022_Apr_16_2131,Patch_Foraging,2021.2.3,60.083019712471064,
,,,,5,1,1,2,right,0.4514672500000074,,,,,,,
