left_competitors,right_competitors,threat,no_rewards,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
2,5,1,4,left,5.655400540999835,Abhinav,001,2022_Apr_16_1735,Patch_Foraging,2021.2.3,60.164384019771475,
