trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,left_competitors,right_competitors,threat,no_rewards,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,1,4,1,5,right,0.5307577080002375,abhi,001,2022_Apr_16_2340,Patch_Foraging,2021.2.3,59.973327102686575,
