trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,left_competitors,right_competitors,threat,no_rewards,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,1,4,1,1,left,0.7062135420000004,abhi,001,2022_Apr_16_2129,Patch_Foraging,2021.2.3,60.068673511000746,
,,,,1,4,1,1,left,0.33804658299999346,,,,,,,
