trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,left_competitors,right_competitors,threat,no_rewards,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,2,5,1,4,left,3.5657542499999977,abhi,001,2022_Apr_16_2127,Patch_Foraging,2021.2.3,59.947440961246826,
,,,,2,5,1,4,left,0.37740437499999757,,,,,,,
